id,travel_list_id,title,detail_text,info_text,reply_text,address,created_at,latitude,longitude
109,109,"미소로> 여행지 :대한민국 구석구석","미소로는 인천광역시 남동구 만수동에 있는 샤부샤부 전문점으로 샤부샤부를 비롯하여 만두전골, 버섯국수전골, 소고기된장찌개 등 다양한 메뉴가 있다. 샤부샤부만큼이나 유명한 메뉴인 모리소바로 손님들이 문전성시를 이룬다. 생면으로 된 소바의 맛은 쫄깃, 탱글 그 자체로 국제요리대회 금상을 수상한 면 장인이 만들어준다는 사실을 증명해 낸다. 내부는 아늑한 분위기를 풍기고 좌석이 여유롭게 배치되어 있어 편안하게 식사를 즐길 수 있다.
내용 닫기","문의 및 안내 032-473-8800
주소 인천광역시 남동구 백범로 109
영업시간 11:00~21:00
휴일 연중무휴
주차 가능
요금 (무료)
대표메뉴 샤브샤브
취급메뉴 모리소바 / 만두전골 / 된장찌개 등","
여기 가지 마세요.불친절에다가 세계 음식대회 우승이라는데 어느대회인지 어떤음식으로 우승인지 언제 어느 나라 어떤 대회에서 우승했는지.제가 느낀 밋으르는 그저 동네 평범한 가게 맛인데 소바는 무한리필이라고 해놓고 소바시키지 않은 사람에게 소바 조금 줬다고 리필 않해주고 앞글에도 이런글이 있던데 .여행가서 짜증나기만 함
R****O 2023. 8. 16.
00
신고하기","인천광역시 남동구 백범로 109","2025-03-18 16:34:33",37.45393,126.734445
110,110,"컬러풀뮤지엄(COLORPOOL MUSEUM)> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","컬러풀뮤지엄은 오감을 통해 컬러를 만나는 아트플레이스이다. 컬러를 주제로 한 플레이그라운드이다. 모든 연령과 계층이 함께 교감하며 창의력을 키우는 크리에이티브팩토리다. 컬러풀뮤지엄에서 관람자는 아티스트가 된다. 컬러를 활용한 다양한 작품 속에 직접 들어가 자신이 주인공이 되는 저마다의 새로운 작품을 완성하게 된다. 컬러와 플레이하며 컬러의 색을 보고, 향을 느끼고, 듣는 퍼포먼스가 컬러풀뮤지엄이 지향하는 참여형 예술활동의 가치이다. 우리가 각각의 개성을 가지고 있듯, 컬러도 각각 고유의 에너지와 성격을 가지고 있다. 컬러풀뮤지엄에서 작품을 완성하는 동안 갖가지 컬러들은 당신에게 엄청난 에너지와 비타민을 전달할 것이다.
컬러풀뮤지엄에서 창작활동이 당신의 삶에 건강한 활력과 새로운 영감을 주길 바란다. 어린 자녀와 부모가, 할아버지 할머니와 손주가, 동성의 친구들이, 사랑하는 연인들이, 직장동료들이, 윌리웡카 초콜릿 왕국을 그리워하는 모든 이들이 함께 교감하고 소통하며 친밀함을 증진시키는 매직플레이스로 컬러풀뮤지엄이 기억되기를 소망한다. 2년에 걸쳐 우리가 살고 있는 도시 곳곳에서, 생활환경 곳곳에서 마주하는 생명력 있는 색(Color)과 향(Scent)을 모았다. 컬러의 호기심과 즐거움을 찾고자 놀라운 탤런트를 가진 아티스트, 플래너, 일러스트레이터, 디자이너, 메이커, 봉사활동가들이 탐험의 여정을 함께 했다.
내용 더보기","문의 및 안내 02-6954-2872
홈페이지 공식 홈페이지 http://www.colorpoolmuseum.com
공식 인스타그램 https://www.instagram.com/colorpoolmuseum
주소 서울특별시 종로구 인사동길 49 (관훈동) 6층
이용시간 10:00~20:00 (입장마감 19:00)
휴일 연중무휴
주차 가능 (소형 약 100대 / 대형 20대)
주차 요금 30분 무료 / 이후 10분당 1,000원
이용요금 - 성인(19~64세) 15,000원
- 청소년(13세 이상) 15,000원
- 어린이(24개월~12세) 12,000원
더보기","등록된 댓글이 없습니다.
","서울특별시 종로구 인사동길 49 (관훈동) 6층","2025-03-18 16:34:35",37.574412,126.983044
111,111,"사랑산식당> 여행지 :대한민국 구석구석","사랑산식당은 사랑산 등산로 입구에 위치하며 마을 법인 건물로 주로 주말에 등산객 대상으로 식당을 운영하고 있다.
메뉴는 국내산 콩으로 두부를 직접 만들어서 준비하는 손두부 전골과 모 두부, 마을에서 생산된 감자를 베이스로 닭볶음탕, 사랑산에서 채취한 자연산 버섯인 솔버섯전이 있다.
예약제로만 운영되므로 방문 전 미리 전화 문의를 해야 한다.
내용 닫기","문의 및 안내 010-2221-0414
홈페이지 https://blog.naver.com/sarangsan59
주소 충청북도 괴산군 청천면 사기막길 59
영업시간 10:00~18:00
휴일 예약에 따라 변동
주차 가능 (소형 5대)
요금 (무료)
대표메뉴 손두부 전골
취급메뉴 자연산 버섯전 / 감자전 / 김치전 / 모두부 등","등록된 댓글이 없습니다.
","충청북도 괴산군 청천면 사기막길 59","2025-03-18 16:34:38",36.701003,127.843616
112,112,"거조사> 여행지 :대한민국 구석구석","은해사에서 신녕면 쪽으로 8㎞ 정도 가다 보면 거조사를 만난다. 거조사라는 이름은 팔공산 동쪽 기슭에 위치하여, 아미타불이 항상 머문다는 뜻이다. 원효대사가 거조암을 창건한 뒤 진평왕 13년에 혜림법사와 법화화상이 영산전을 건립하여 오백나한을 모시게 되면서 영험한 나한 기도도량으로 유명하다. ‘거조사 영산전’은 1962년 국보로 지정되었고, 2021년 3월 은해사 부속 암자인 거조암에서 거조사로 명칭이 바뀌었다. 우리나라 목조건축물은 고려시대 이전의 것은 없으며, 남아있는 고려시대의 목조건축물로 안동 봉정사 극락전, 강릉 객사문, 영주 부석사 무량수전, 예산 수덕사 대웅전, 부석사 조사당 그리고 이곳 거조암 영산전 6곳뿐이라는 점에서 중요하게 평가받고 있다.

(사진 출처: 새 영천 알리미단 정동찬 기자)
내용 닫기","문의 및 안내 054-335-1369
주소 경상북도 영천시 청통면 거조길 400-67
이용시간 상시 개방
주차 가능
지정현황 국보 영천 거조사 영산전 (1962.12.20 지정)","등록된 댓글이 없습니다.
","경상북도 영천시 청통면 거조길 400-67","2025-03-18 16:34:43",36.020031,128.765066
113,113,"늘솔길공원양떼목장> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","늘솔길 공원은 인천시가 친환경 공원 잔디를 관리할 목적으로 2014년 7마리의 면양을 들여오면서 시작되었다. 공원에 양떼들을 개방하자 시민들은 큰 호응을 보냈고 지금은 양의 숫자가 총 30마리 가까이 늘면서 명실공히 양떼목장이 되었다. 늘 솔길 공원은 편백숲, 메타세쿼이아 숲과 은행나무숲, 계수나무숲 등의 숲길과 숲 속 휴식처들이 잘 조성되어 있다. 유아숲 체험원도 있고 저수지도 있어 시민들이 건강과 휴식을 위해 많이 찾는 공원이다. 소래 도서관에서 350m 거리이고 공원 주차장에서 200m 거리에 위치해 있다.
내용 더보기","문의 및 안내 032-453-2857
홈페이지 https://www.namdong.go.kr/main/area/physical/farm.jsp
주소 인천광역시 남동구 앵고개로815번길 59 (논현동)
이용시간 10:00~16:30
※ 우천 시 관람 불가
휴일 연중무휴
체험 안내 유아숲체험장
입장료 무료
접근로 주 출입구 경사로 완만함
화장실 슬라이딩문 있음
휠체어가 충분히 들어갈 공간 있음
손잡이, 비상벨, 점자블록 있음
점자 블록 화장실 입구 앞
편백숲 무장애 나눔길 입구 앞
영유아가족
기타상세 여자 화장실 내 기저귀 교환대 있음
유아용 변기 있음
유아용 세면대 있음
지체장애 기타 상세 화장실 옆 전동 휠체어 급속 충전기 있음
닫기","
삭제된 댓글입니다.
양들이 제법 많이 있어요~ 애들이 좀 꼬질하긴한데 풀도 잘 먹고 순했어요 주변에 나무도 많고 걷기 좋아요
K***y 2024. 3. 4.
00
신고하기
늘솔길공원양떼목장 좋아요 늘 솔길 공원은 편백숲, 메타세쿼이아 숲과 은행나무숲, 계수나무숲 등의 숲길과 숲속 휴식처들이 잘 조성되어 있어서 휴식을 취하기 정말 좋습니다
z*d 2024. 2. 15.
00
신고하기
시민들이 건강과 휴식을 위해 많이 찾는 공원으로 가족과 힐링하기 좋습니다 추천합니다
d*s 2024. 2. 15.
00
신고하기
인천 늘솔길공원 주차장은 3개이지만, 양떼목장을 보고자 한다면 늘솔길주차장1이 가깝습니다.주차비, 입장료 모두 무료였습니다.먹이를 주지 말라는 주의 사항이 있어 그런지 먹이 주기 체험용 건초는 준비되어 있지 않았습니다.쉼터와 양을 배경으로 한 포토존이 잘 조성되어 있었고요,그늘막 쉼터에서는 취사나 주문배달은 금지되어 있었습니다. 양떼목장 가까이에 숲놀이터도 있어서 아이들이 양도 보고 놀이터에서 신나게 놀 수 있어 좋았습니다.
나* 2024. 1. 13.
00
신고하기","인천광역시 남동구 앵고개로815번길 59 (논현동)","2025-03-18 16:34:48",37.396011,126.722735
114,114,"송도키친> 여행지 :대한민국 구석구석","눈부신 송도 바다 전망이 파노라마 뷰로 펼쳐지는 레스토랑이며, 부산의 바다를 느낄 수 있는 송도키친의 시그니처 메뉴 ‘홍합 스튜’부터 제철 재료를 이용해 만들어 내는 파스타, 바삭한 도우와 진한 풍미의 피자, 육즙이 살아있는 스테이크까지 다양한 다이닝을 맛볼 수 있는 장소이다.
시원하게 불어오는 바닷바람과 노을 지는 붉은 하늘, 피부로 느껴지는 선선한 온도와 지글지글 바베큐가 익어가는 소리까지 오감만족 ‘바베큐 피스트’를 맛보며 송도 해수욕장이 한눈에 보이는 파노라마 뷰를 즐길 수 있다.
참숯에 직화로 오래도록 구워내는 ‘바베큐 피스트’는 독특한 스모키 한 맛과 향이 베여 풍부한 육즙과 풍미를 선사하고, 부산의 매력을 느낄 수 있는 전복과 새우 등의 해산물들은 다양한 취향을 저격한다. 함께 구워지는 야채들과 사이드 디쉬로 맛의 조화까지 느낄 수 있다.
내용 더보기","문의 및 안내 051-260-0050
홈페이지 https://www.songdokitchen.com/
주소 부산광역시 서구 송도해변로 113 (암남동) 페어필드 바이 메리어트 부산 송도 비치 22층
영업시간 12:00~22:00 (준비시간 14:30~17:00 / 마지막 주문 21:30)
휴일 연중무휴
주차 가능 (무료)
대표메뉴 한우 안심 스테이크 정식
취급메뉴 부라타 치즈 샐러드 / 프랑스식 매콤 홍합 스튜 / 홍합 감바스 등","등록된 댓글이 없습니다.
","부산광역시 서구 송도해변로 113 (암남동) 페어필드 바이 메리어트 부산 송도 비치 22층","2025-03-18 16:34:51",35.077709,129.019282
115,115,"간석자유시장> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","1970년에 개장한 간석자유시장은 미추홀구와 남동구가 만나는 간석오거리 인근에 있는 상가 주택 건물형의 중형 전통시장이다. 골목형 시장과 지붕 아케이드를 설치한 시장이 합쳐져 있으며 약 130여 개 점포가 영업 중이다. 유동인구가 많아 언제나 사람들로 붐비는 시장으로 다양한 먹거리와 생활필수품들을 판매하고 있다. 시장 내에 TV 프로그램 <생방송투데이>에 소개된 매운 닭강정이 인기가 많으며, 그 외 족발, 떡볶이, 홍두깨칼국수 등 인기 맛집들도 많다. 인천 1호선 간석오거리역에서 도보 7분 거리다.
내용 더보기","문의 및 안내 032-434-7778
홈페이지 https://cafe.daum.net/ganseoksangin
주소 인천광역시 남동구 백범로 312-1 (간석동)
이용시간 ※ 점포별 상이함
휴일 ※ 점포별 상이함
주차 가능
요금 (무료)
판매 품목 농산물, 축산물, 해산물, 패션 잡화, 귀금속, 방앗간 등
접근로 출입구까지 턱이 없어 휠체어 접근 가능함
출입통로 주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설
보조견 동반 동반가능_시각장애인 편의시설
닫기","등록된 댓글이 없습니다.
","인천광역시 남동구 백범로 312-1 (간석동)","2025-03-18 16:34:55",37.46387,126.715322
116,116,"박노수미술관> 여행지 :대한민국 구석구석","2013년 타계한 고 박노수 화백이 40여 년간 거주하던 가옥에 만들어진 박노수미술관은 서울시 1종 등록미술관으로 지정된 종로구립 미술관이다. 박노수 화백의 기증작품과 컬렉션(고미술품, 수석, 고가구) 등 총 천여 점의 풍부한 예술품을 바탕으로 2013년 9월에 설립되었다.
박노수미술관 건축물은 1937년경 절충식 기법으로 지어진 가옥이다. 주로 한식으로 지어졌으며 1층은 온돌과 마루, 2층은 마루방 구조이고, 3개의 벽난로가 설치되어 있다. 현관은 벽돌 포치로 아늑한 느낌을 주며, 지붕은 서까래를 노출한 박공지붕으로 되어 있어 장식적인 요소와 단순함이 어우러져 독특한 분위기를 자아내고 있다. 문화재적 가치를 인정받아 1991년에 서울특별시 문화유산자료로 지정되었다.
박노수미술관은 품격 있는 소장품을 바탕으로 매해 기획전시를 개최하고 정원음악회, 명사초청 특강, 어린이·청소년 예술교육프로그램 등을 기획하는 등 시민들에게 문화향유 기회를 제공하고 있다.
내용 닫기","문의 및 안내 02-2148-4171
홈페이지 https://www.jfac.or.kr
주소 서울특별시 종로구 옥인1길 34 (옥인동)
이용시간 10:00~18:00 (입장마감 17:30)
휴일 매주 월요일 / 1월 1일 / 설·추석 연휴
주차 불가능
이용요금 [개인]
- 어른 3,000원
- 청소년 1,800원
- 어린이 1,200원
[단체(20명 이상)]
- 어른 1,800원
- 청소년 1,200원
- 어린이 600원
할인 정보 50% 감면 : 종로구에 주소를 둔 관람객 / 한복착용자
닫기","등록된 댓글이 없습니다.
","서울특별시 종로구 옥인1길 34 (옥인동)","2025-03-18 16:35:00",37.581311,126.966795
117,117,"인천대공원> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","인천대공원은 인천 남동구 장수동에 위치한 공원이다. 자연을 만끽할 수 있는 즐거움이 있고 여유롭게 힐링할 수 있어 연간 400만 명의 시민들이 찾는 수도권의 대표적인 휴양공원이다. 주요 시설로 수목원, 습지원, 숲학교, 캠핑장, 휴게음식점, 공연시설 등을 갖추고 있다. 체험은 산림치유프로그램, 목재문화체험, 어린이동물원 등을 운영한다. 축구장, 풋살장은 미리 예약하면 이용할 수 있다. 다양한 체험과 쾌적한 휴식처를 제공하는 생명의 숲에서 행복한 시간을 보내보자.
내용 더보기","문의 및 안내 032-440-5815
홈페이지 https://www.incheon.go.kr
주소 인천광역시 남동구 무네미로 236
이용시간 - 하절기 05:00~23:00
- 동절기 05:00~22:00
휴일 연중무휴
주차 가능
요금 (3,000원)
입장료 무료
접근로 출입구까지 턱이 없어 휠체어 접근 가능함
출입통로 주출입구는 턱이 없어 휠체어 접근 가능함
보조견 동반 동반가능
더보기","등록된 댓글이 없습니다.
","인천광역시 남동구 무네미로 236","2025-03-18 16:35:03",37.457679,126.749281
118,118,"태백호텔> 여행지 :대한민국 구석구석","해발고도 720m에 위치한 태백호텔은 고풍스러운 외관 및 유럽풍의 품격 있는 내부 인테리어를 갖춘 가족호텔이다. 민족의 영산인 태백산 국립공원 입구 청정지역에 위치하여 수려한 자연경관과 맑은 공기가 어우러진 곳이며, 특히 고원지대의 특징인 열대야 없는 시원한 여름철을 만끽할 수 있다. 또한 태백호텔은 다양한 편의시설을 제공한다. 고급 레스토랑에서의 특별한 음식, 돔형 워터파크, 커피&스낵, 베이커리 카페, 패션갤러리, 편의점, 미용실, 세미나실, 대연회장, 야외캠핑장 그리고 편리한 주차장 등을 갖추고 있어 숙박객들은 호텔 경내에서 필요한 모든 시설을 이용할 수 있다.
내용 더보기","문의 및 안내 033-550-5800
홈페이지 https://taebaekhotel.com/
https://blog.naver.com/taebaek1202
https://www.instagram.com/taebaekhotel/
주소 강원특별자치도 태백시 태백산로 4761 (소도동)
주차 가능
수용인원 250명
입실시간 - 비수기 주중 15:00
- 주말/성수기/연휴 16:00
퇴실시간 11:00
식음료장 레스토랑 / 베어커리 카페 / 커피&스낵
픽업서비스 불가능
객실수 84실
더보기","등록된 댓글이 없습니다.
","강원특별자치도 태백시 태백산로 4761 (소도동)","2025-03-18 16:35:07",37.132483,128.960241
119,119,"청도농산물프라자> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","내용 더보기",더보기,"등록된 댓글이 없습니다.
",,"2025-03-18 16:35:10",NULL,NULL
120,120,"새우타워 전망대> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","내용 더보기",더보기,"등록된 댓글이 없습니다.
",,"2025-03-18 16:35:13",NULL,NULL
121,121,"인천항 갑문홍보관> 여행지 | 산업관광:대한민국 구석구석","인천항은 우리나라의 대표 항만시설 중 하나로써, 중국과 수도권 물류의 교류거점 역할을 담당하고 있다. 갑문이 있는 항구에는 5만 톤급의 대형선박도 입출항이 가능한 수출입 화물 전용부두가 운영되고 있다.
인천항 갑문홍보관은 인천항과 갑문의 발전역사와 미래비전을 제시하고 있으며, 갑문홍보영상, 갑문구동시뮬레이션, 각종 체험프로그램 등으로 구성되어 있다. 또, 인천항 갑문의 전경과 선박들이 갑문을 통항하는 모습을 감상할 수 있는 야외 공원 조성되어 있으며, 갑문과 내항의 전경 감상하고 원경을 통해서 원거리 경관 조망 가능한 전망대 등도 자리하고 있다.
내용 닫기","문의 및 안내 032-770-4524, 4512
홈페이지 https://www.icpa.or.kr/
주소 인천광역시 중구 월미로 376 (북성동1가)
이용시간 09:00~18:00 (입장 마감 17:30)
휴일 주말 / 공휴일 / 공사창립기념일(7월 11일) / 근로자의 날(5월 1일)
주차 가능
체험 안내 나도선장
체험가능 연령 전 연령 가능
입장료 무료
접근로 출입구까지 턱이 없어 휠체어 접근 가능함
출입통로 주출입구는 턱이 없어 휠체어 접근 가능함
장애인 주차 안내 장애인 주차장 있음_무장애 편의시설
화장실 장애인 화장실 있음(1층)
엘리베이터 엘리베이터 있음
점자 블록 점자블록 있음_시각장애인 편의시설
닫기","등록된 댓글이 없습니다.
","인천광역시 중구 월미로 376 (북성동1가)","2025-03-18 16:35:24",37.467151,126.604044
122,122,"국립고궁박물관> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","1992년 궁중유물전시관으로 설립되었다. 조선시대와 대한제국기의 격조 높은 왕실유물을 전시하여 조선왕조에 대한 올바른 이해와 역사관을 정립하고자 조선왕조 정궁인 경복궁과 연계한 문화 공간으로 조성되어 광복 60주년이던 2005년 8월 15일에 국립고궁박물관으로 명칭을 변경하였고, 2007년 11월에 전면 개관하였다. 조선시대 최고 수준의 문화와 정신이 집약되어 있는 왕실 유물의 과학적이고 체계적인 보존과 복원을 통해 다양하고 시의성 있는 왕실 문화 전시를 기획하고, 왕실 소장품을 꾸준히 확충하여 전시 유물을 확대해나가고 있다. 또한 왕실 문화를 주제로 한 다양한 교육 프로그램을 운영하고, 국내‧외의 왕실 문화 기관과의 교류 활성화에도 많은 노력을 하고 있다. 이를 통해 품격 있는 왕실 문화유산의 의미를 관람객에게 전달하며 조선 왕실과 대한제국 황실의 가치를 전달하고자 한다.
내용 더보기","문의 및 안내 02-3701-7500
홈페이지 http://www.gogung.go.kr
주소 서울특별시 종로구 효자로 12 (세종로)
이용시간 10:00~18:00
※ 단, 수요일 / 토요일 10:00~21:00
휴일 1월 1일 / 설·추석 당일
주차 가능
이용요금 무료
체험프로그램 ※ 일정 및 연령 별로 진행하는 프로그램이 상이하므로 자세한 사항은 홈페이지 참조
출입통로 경사로를 이용하여 휠체체어로 출입가능
장애인 주차 안내 장애인전용 주차구역 있음 (2개)_무장애 편의시설

더보기","
댓글 더보기","서울특별시 종로구 효자로 12 (세종로)","2025-03-18 16:35:28",37.576953,126.974232
123,123,"소래포구 > 여행지 | '열린 관광' 모두의 여행|한국관광100선:대한민국 구석구석","소래포구는 인천 남동구에 위치해 있으며, 수도권에 가장 쉽게 바다를 느낄 수 있는 여행지 중 하나이다. 소래포구는 아픈 과거를 가지고 있고 또한 그 아픈 과거가 만들어낸 관광지다. 1930년 후반 화약의 원료인 양질의 소금을 이 지역에서 수탈하기 위해 철도를 건설하면서 소래포구의 발전사가 시작되었다. 해방 후에는 실향민들이 모여들어 무동력선 한 두 척으로 새우를 잡고 젓갈을 만들어 수인선 열차를 타고 인천, 수원, 부평, 서울 등지로 새벽부터 새우젓을 이고, 지고 나가 팔면서 소래사람들의 삶은 꾸려졌다. 어시장에는 새우와 젓갈 그리고 꽃게로 유명하다. 신선한 해산물과 상인들의 푸짐한 덤, 그리고 고기잡이 어선을 따라서 파란 하늘에 포물선을 그리는 갈매기 소리는 진한 여운으로 남는다. 특히 대하나 꽃게 철이 되면 축제를 열 정도로 그 싱싱함과 맛이 일품이고 바다내음과 싱싱한 해산물이 필요할 땐 소래포구를 찾게 된다. 새로 단장한 어시장은 지하 1층부터 지상 2층에 이르는 규모에, 300여 개 횟집을 비롯해 젓갈 가게 등 약 340곳의 상점이 모여 있다. 특히 2층은 어시장에서 구입한 생선을 회로 맛볼 수 있는 식당이고, 육아 카페 등 편의 시설도 있다. 최근 출현한 새우타워 전망대는 높이 21m로, 소수의 인원이 오붓하게 경치를 감상하기에 좋다.
내용 닫기","문의 및 안내 032-431-2213
홈페이지 http://sorae-pogu.co.kr/
주소 인천광역시 남동구 포구로 2-6
이용시간 상시 개방
휴일 연중무휴
주차 가능
요금 (무료)
입장료 무료
접근로 출입구까지 턱이 없어 휠체어 접근 가능함
출입통로 주출입구는 턱이 없어 휠체어 접근 가능함
장애인 주차 안내 장애인 주차장 있음_무장애 편의시설
화장실 장애인 화장실 있음
엘리베이터 엘리베이터 있음
점자 블록 점자블록 있음(화장실, 엘리베이터)_시각장애인 편의시설
지체장애 기타 상세 소래포구어시장, 회센터, 공중화장실, 공영주차장 이용 가능
닫기","
배경의 댓글은 현재 가볼래-터 3월호 미션을 완료한 댓글입니다.
주말에 바람쐬러가기 좋아요. 젓갈 쇼핑도하고 새우튀김도 사먹고~ 일년에 두세번은 꼭 방문합니다.
돌***마 2025. 3. 14.
00
신고하기
가까운 바닷가라 너무 좋아요! 그냥 구경하러갔다가 칼국수랑 새우젓 사왔어요~가볍게 나들이하기에좋습니다!
긍**이 2025. 2. 22.
00
신고하기
대하가 철이라 친구들이랑 같이 대하먹으러 갓어요! 엄청 실하고 맛잇네용~ 대하먹으러 고고~
꽁* 2024. 10. 2.
00
신고하기
서울하고 가까워서 가족들과 구경갔다왔는데 바다와 어시장 구경하는 즐거움이 있어요. 아이들이 너무좋아했네요. 그리고 식당도많아서 맛있는거 많이먹고 올때 새우젓하고 게 사왔었는데 신선하고 맛있었어요. 다음에 또 가고싶네요
파*맘 2024. 8. 19.
00
신고하기
수도권에서 바다도 보고 가까운 어시장중 하나라서 가끔가는데 사실 비싸기도 하지만 사람이 무척 많아요 회먹기 오기보단 젓갈이나 새우튀김 같은거 먹고 와요 크기는 무척 커서 다 구경하려면 꽤 시간 걸리고 조개잡이 할수 있는곳도 있어요
L*e 2024. 8. 19.
00
신고하기
우와 얼마전 다녀온 소래포구네요. 저는 수인분당선을 타고 소래포구에 갔더니 편하더라구요. 바다바람 느끼고 생선구이 먹고 새우젓도 사왔어요. 예전에 친정엄마가 소래포구에서 새우젓 등 각종 젓갈 사왔던게 생각났어요. 소래포구는 좋은 기억 저장소에요. 가을엔 대하구이 먹으러 갈래요
떠*고 2024. 8. 19.
00
신고하기
생선구이 백반을 먹고 새우타워도 볼 수 있어 좋아요. 다음에 방문해서 싱신한 회를 먹을 거예요.
y***** 2024. 3. 11.
00
신고하기
댓글 더보기","인천광역시 남동구 포구로 2-6","2025-03-18 16:35:34",37.398844,126.740034
124,124,"태화산(경기)> 여행지 :대한민국 구석구석","도척면 추곡리에 위치한 태화산(664m)은 상당히 뾰족한 봉우리를 가진 아담한 산이다. 인근에 곤지암 소머리국밥촌이 있고 낚시터 저수지도 많아 방문객들이 늘고있다. 정상에서 남쪽 방향 산자락에는 고려 충속왕12년에 일연선사가 창건 하였다는 백련암이 자리잡고 있다. 특히 대웅전 아래에는 전설이 깃든 '장군수'가 있어 등산시 식수로 이용할 수 있다. 울창한 숲 사이로 난 능선 오솔길을 올라가면 바위 전망대가 나온다. 내려다보면 계곡이 시원하게 펼쳐지고 계곡 너머로 백마봉으로 이어지는 능선이 길고 장쾌해 가슴이 탁 트인다. 태화산은 어느 쪽 코스를 잡더라도 3시간 정도면 무리없이 오를 수 있다.

(출처 : 광주시 문화관광 홈페이지)
내용 더보기","문의 및 안내 031-760-2634
홈페이지 http://www.gjcity.go.kr/tour/main.do
주소 경기도 광주시 도척면 추곡리
이용시간 상시 개방
휴일 연중무휴
주차 가능
체험가능 연령 전 연령
입장료 무료","등록된 댓글이 없습니다.
","경기도 광주시 도척면 추곡리","2025-03-18 16:35:37",37.279143,127.291287
125,125,"낙동강역사이야기관> 여행지 :대한민국 구석구석","낙동강 역사이야기관은 경북 상주시 낙동면에 자리 잡고 있다. 낙동강과 관련된 다양한 역사 문화 콘텐츠를 체험함으로써 문화자원에 대한 소중함을 인식할 수 있는 교육과 문화의 공간이다. 주요 시설로 어린이 체험관, 4D 영상관, 생활문화관, 나룻배 체험관, 경제교류관 등이 있고 과거 번성했던 낙동 나루도 재현해 두었다. 4D 영상도 무료 관람이 가능하고 나룻배 체험관에서는 노를 직접 저어 볼 수 있어 아이들에게는 낙동강의 역사를 속속들이 알 수 있는 좋은 교육의 장이다.
내용 더보기","문의 및 안내 054-532-6380
주소 경상북도 상주시 낙동면 낙동1길 116
이용시간 09:30~17:30 (입장 마감 16:30)
휴일 매주 월요일 / 1월 1일 / 설·추석 연휴
주차 가능
주차 요금 무료
이용요금 무료
체험프로그램 4D영상 관람 / 나룻배 체험관","등록된 댓글이 없습니다.
","경상북도 상주시 낙동면 낙동1길 116","2025-03-18 16:35:39",36.366392,128.308746
126,126,"인천 차이나타운> 여행지 | '열린 관광' 모두의 여행|야간관광 밤밤곡곡|한국관광100선:대한민국 구석구석","인천 차이나타운은 1883년 인천항이 개항되고 1884년 제물포지역이 청나라의 치외법권 (治外法權, extraterritoriality) 지역으로 지정되면서 형성된 곳이다. 120년이 넘는 역사 동안 화교 고유의 문화와 풍습을 간직하고 있는 곳으로, 붉은색으로 치장된 골목 구석구석을 둘러볼 때마다 마치 중국으로 여행을 온듯한 기분이다. 과거에는 중국에서 수입된 물품들을 파는 상점들이 대부분이었으나, 현재는 중국 음식점들이 많다. 현재 이 거리를 지키고 있는 한국 내 거주 중국인들은 초기 정착민들의 2세나 3세가 이어 운영하고 있기 때문에 1세들이 지키고 있던 전통문화를 많이 지키지 못하고 있지만 중국의 맛만은 고수하고 있다. 남녀노소 사랑하는 짜장면이 탄생된 곳이기도 하며, 하얀 짜장과 양꼬치, 공갈빵, 화덕만두 등 다양한 먹거리들이 많다.
내용 더보기","문의 및 안내
인천역관광안내소 032-777-1330
인천 문화관광과 032-760-6479
홈페이지 https://itour.incheon.go.kr
주소 인천광역시 중구 차이나타운로59번길 20
주차 가능
보조견 동반 보조견 동반 가능함
장애인 주차 안내 장애인전용 주차구역 있음(29개)_무장애 편의시설
화장실 장애인 화장실 있음
주민센터에 공용화장실 있음(평일09:00~21:00 / 주말 공휴일 09:00~19:00)
휠체어 휠체어 대여가능(1대/계항동 행정복지센터 평일 09:00 ~ 18:00)
안내 요원 안내요원 있음(차이나타운 종합안내소)
유도안내 설비 이동동선에 따라 안내설비가 설치되어 있음
닫기","
배경의 댓글은 현재 가볼래-터 3월호 미션을 완료한 댓글입니다.
주말에 가면 사람에 치일 수 있으니 한번쯤은 여유롭게 평일에 방문하는 것을 추천드립니다. 유명한 맛집이나 카페들은 검색만 해도 잘 나오는 편이라 취향에 맞게 가시면 될 듯 싶습니다
E* 2025. 3. 14.
00
신고하기
동화마을~차이나타운~개항장거리까지 걸아다니면서 구경하면 정말 좋아요!! 개인적으로 차이나타운에서 홍두병이 맛있습니다
장*란 2025. 3. 9.
00
신고하기
댓글 더보기","인천광역시 중구 차이나타운로59번길 20","2025-03-18 16:35:52",37.4739,126.619217
